selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix nigriceps	lauk-värblõoke	Black-crowned Sparrow-lark, Black-crowned Finch Lark, White-fronted Sparrow-lark, White-fronted Finch-lark, White-crested Sparrow-lark, White-crested Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix signatus, Eremopterix signata	kuši värblõoke	Chestnut-headed Sparrow-lark, Chestnut-headed Finch Lark
Passeriformes	värvulised	Alaudidae	lõolased	Eremopterix verticalis	hallselg-värblõoke	Grey-backed Sparrow-lark, Grey-backed Finch-lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida cristata	tuttlõoke	Crested Lark, Common Crested Lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida deva	väike-tuttlõoke	Syke's Lark, Syke's Crested Lark, Tawny Lark, Deccan Lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida macrorhyncha, Galerida cristata macrorhyncha	hele-tuttlõoke	Maghreb Lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida magnirostris, Calendula magnirostris	lõunalõoke	Large-billed Lark, Southern Thick-billed Lark, Thick-billed Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Galerida malabarica	malabari tuttlõoke	Malabar Lark, Malabar Crested Lark, Short-crested Lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida modesta	sudaani tuttlõoke	Sun Lark
Passeriformes	värvulised	Alaudidae	lõolased	Galerida theklae	kivi-tuttlõoke	Thekla's Lark, Thekla Lark
Passeriformes	värvulised	Alaudidae	lõolased	Heteromirafra archeri	somaali küüsiklõoke	Archer's Lark, Liben Lark, Archer's Long-clawed Lark, Somali Long-clawed Lark, Somali Lark
Passeriformes	värvulised	Alaudidae	lõolased	Heteromirafra archeri sidamoensis, [Heteromirafra sidamoensis]	sidamo küüsiklõoke	Sidamo Lark, Sidamo Bushlark, Ethiopian Long-clawed Lark, Sidamo Long-clawed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Heteromirafra ruddi	nõlva-küüsiklõoke	Rudd's Lark, Rudd's Long-clawed Lark, South African Long-clawed Lark, Long-clawed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Lullula arborea	nõmmelõoke	Woodlark, Wood Lark
Passeriformes	värvulised	Alaudidae	lõolased	Melanocorypha bimaculata	nõlva-stepilõoke	Bimaculated Lark, Eastern Calandra Lark
Passeriformes	värvulised	Alaudidae	lõolased	Melanocorypha calandra	stepilõoke	Calandra Lark, European Calandra Lark
Passeriformes	värvulised	Alaudidae	lõolased	Melanocorypha maxima	tiibeti lõoke (tiibeti stepilõoke)	Tibetan Lark, Long-billed Calandra Lark, Asiatic Long-billed Lark, Asiatic Calandra Lark, Asiatic Lark, Long-billed Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Melanocorypha mongolica	mongoolia stepilõoke	Mongolian Lark, Mongolian Sand Lark, Mongolian Skylark
Passeriformes	värvulised	Alaudidae	lõolased	Melanocorypha yeltoniensis	mustlõoke (must-stepilõoke)	Black Lark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra albicauda	tume-rohtlalõoke	White-tailed Lark, White-tailed Bush Lark, White-tailed Bushlark, Northern White-tailed Lark, Northern White-tailed Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra cheniana	taidur-rohtlalõoke	Melodious Lark, Latakoo Lark, Southern Lark, Southern Singing Lark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra cordofanica	kuld-rohtlalõoke	Kordofan Lark, Kordofan Bushlark, Kordofan Bush-Lark, Golden Lark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra javanica	ida-rohtlalõoke	Singing Bush Lark, Horsfield's Bushlark, Australasian Bushlark, Australasian Lark, Eastern Singing Bush Lark, Eastern Bushlark, Singing Bushlark*
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra javanica cantillans, Mirafra cantillans	lääne-rohtlalõoke	Singing Bush Lark*, Singing Bushlark*, Western Singing Bush Lark, Singing Lark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra passerina	mopaani-rohtlalõoke	Monotonous Lark, Monotonous Bush Lark, Monotonous Bushlark, White-tailed Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra pulpa	vile-rohtlalõoke	Friedmann's Lark, Friedmann's Bushlark, Sagon Lark, Friedmann's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Mirafra williamsi	rünka-rohtlalõoke	Williams's Lark, Williams's Bushlark, Williams' Lark, Marsabit Lark
Passeriformes	värvulised	Alaudidae	lõolased	Pinarocorys erythropygia, Mirafra erythropygia, Pinarocorys erythropygia	põhja-põlendikulõoke	Rufous-rumped Lark, Rufous-rumped Bushlark, Red-tailed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Pinarocorys nigricans, Mirafra nigricans	lõuna-põlendikulõoke	Dusky Lark
Passeriformes	värvulised	Alaudidae	lõolased	Plocealauda affinis, Mirafra affinis, Mirafra assamica affinis	draviidi rohtlalõoke	Jerdon's Bush Lark, Jerdon's Bushlark, Rufous-winged Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Plocealauda assamica, Mirafra assamica	bengali rohtlalõoke	Bengal Bush Lark, Bengal Bushlark, Rufous-winged Bush Lark, Rufous-winged Lark, Rufous-winged Bushlark*, Bush Lark*, Collared Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Plocealauda erythrocephala, Mirafra erythrocephala, [Mirafra marionae]	indohiina rohtlalõoke	Indochinese Bush Lark, Indochinese Bushlark, Rufous-winged Bushlark, Bush Lark*
Passeriformes	värvulised	Alaudidae	lõolased	Plocealauda erythroptera, Mirafra erythroptera	dekkani rohtlalõoke	Indian Bush Lark, Indian Bushlark,Indian Lark, Red-winged Lark*, Indian Red-winged Bushlark, Indian Red-winged Lark, Red-winged Bushlark*, Rusty-winged Lark, Rusty-winged Bushlark
Passeriformes	värvulised	Alaudidae	lõolased	Plocealauda microptera, Mirafra microptera	birma rohtlalõoke	Burmese Bush Lark, Burmese Bushlark, Rufous-winged Bushlark*
Passeriformes	värvulised	Alaudidae	lõolased	Ramphocoris clotbey, Rhamphocoris clotbey	suurnokk-lõoke	Thick-billed Lark, Clotbey's Lark, Clotbey Lark, Clot Bey's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys conirostris	roosanokk-lõoke	Pink-billed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys fremantlii, Pseudalaemon fremantlii, Galerida fremantlii	valjaslõoke	Short-tailed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys fringillaris, Botha fringillaris	karjamaa-lõoke	Botha's Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys obbiensis	rannikulõoke	Obbia Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys personata	habelõoke	Masked Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys sclateri	lõõnelõoke	Sclater's Lark, Sclater's Short-toed Lark
Passeriformes	värvulised	Alaudidae	lõolased	Spizocorys starki, [Eremalauda starki]	leetlõoke	Stark's Lark, Stark's Short-toed Lark
Passeriformes	värvulised	Alcippeidae		Alcippe brunneicauda		Brown Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe davidi, Alcippe morrisonia davidi		David's Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe fratercula, Alcippe morrisonia fratercula		Yunnan Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe grotei, Alcippe peracensis grotei		Black-browed Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe hueti, Alcippe morrisonia hueti		Huet's Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe morrisonia		Grey-cheeked Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe nipalensis		Nepal Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe peracensis		Mountain Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe poioicephala		Brown-cheeked Fulvetta
Passeriformes	värvulised	Alcippeidae		Alcippe pyrrhoptera		Javan Fulvetta, Javanese Fulvetta
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus cinereus	halltuulas	Black-faced Woodswallow, Black-faced Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus cyanopterus	valgetiib-tuulas	Dusky Woodswallow, Dusky Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus fuscus	aasia tuulas	Ashy Woodswallow, Ashy Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus insignis	melaneesia tuulas	White-backed Woodswallow, Bismarck Woodswallow, Bismarck Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus leucoryn, Artamus leucorynchus, Artamus leucorhynchus	valgekõht-tuulas	White-breasted Woodswallow, White-breasted Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus maximus	paapua tuulas	Great Woodswallow, Papuan Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus mentalis, Artamus leucorhynchus mentalis	fidži tuulas	Fiji Woodswallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus minor	väiketuulas	Little Woodswallow, Little Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus monachus	metstuulas	Ivory-backed Woodswallow, White-backed Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus personatus	masktuulas	Masked Woodswallow, Masked Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Artamus superciliosus	ruskekõht-tuulas	White-browed Woodswallow, White-browed Wood Swallow
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus argenteus, Cracticus torquatus argenteus	hõbeselg-leigar	Silver-backed Butcherbird
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus cassicus	paapua leigar	Hooded Butcherbird, Black-headed Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus louisiadensis, Cracticus cassicus louisiadensis	vanatinai leigar	Tagula Butcherbird, White-rumped Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus mentalis	valgekurk-leigar	Black-backed Butcherbird, Black-backed Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus nigrogularis	taideleigar	Pied Butcherbird, Black-throated Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Cracticus torquatus	hall-leigar	Grey Butcherbird, Grey Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Gymnorhina tibicen, Cracticus tibicen	suurleigar	Australian Magpie, Black-backed Magpie
Passeriformes	värvulised	Artamidae	tuulaslased	Melloria quoyi, Cracticus quoyi	mustleigar	Black Butcherbird, Black Butcher Bird
Passeriformes	värvulised	Artamidae	tuulaslased	Peltops blainvillii	lauskmaa-puduleigar	Lowland Peltops, Lowland Peltops Flycatcher
Passeriformes	värvulised	Artamidae	tuulaslased	Peltops montanus	mägi-puduleigar	Mountain Peltops, Highland Peltops, Mountain Peltops Flycatcher
Passeriformes	värvulised	Artamidae	tuulaslased	Strepera fuliginosa	must-karravong	Black Currawong
Passeriformes	värvulised	Artamidae	tuulaslased	Strepera graculina	pugal-karravong	Pied Currawong
Passeriformes	värvulised	Artamidae	tuulaslased	Strepera versicolor	hall-karravong	Grey Currawong
Passeriformes	värvulised	Atrichornithidae	tihnikulindlased	Atrichornis clamosus	häälis-tihnikulind	Noisy Scrubbird, Noisy Scrub-bird, Western Scrubbird, Western Scrub-bird
Passeriformes	värvulised	Atrichornithidae	tihnikulindlased	Atrichornis rufescens	väike-tihnikulind	Rufous Scrubbird, Rufous Scrub-bird, Eastern Scrub-bird
Passeriformes	värvulised	Bernieridae	farifutšalased	Bernieria madagascariensis, [Phyllastrephus madagascariensis]	pikknokk-farifutša	Long-billed Bernieria, Long-billed Tetraka, Common Tetraka, Madagascar Tetraka, Madagascar Greenbul, Long-billed Greenbul
Passeriformes	värvulised	Bernieridae	farifutšalased	Crossleyia tenebrosa, Xanthomixis tenebrosus, [Phyllastrephus tenebrosus]	tõmmu-farifutša	Dusky Tetraka, Dusky Greenbul
Passeriformes	värvulised	Bernieridae	farifutšalased	Crossleyia xanthophrys, Oxylabes xanthophrys, [Phyllastrephus xanthophrys]	koldkulm-farifutša	Madagascar Yellowbrow, Yellow-browed Oxylabes, Tetraka
Passeriformes	värvulised	Bernieridae	farifutšalased	Cryptosylvicola randrianasoloi	redu-farifutša	Cryptic Warbler
Passeriformes	värvulised	Bernieridae	farifutšalased	Hartertula flavoviridis, [Neomixis flavoviridis]	tumepõsk-farifutša	Wedge-tailed Jery, Wedge-tailed Tetraka
Passeriformes	värvulised	Bernieridae	farifutšalased	Oxylabes madagascariensis	duett-farifutša	White-throated Oxylabes, White-throated Foditany
Passeriformes	värvulised	Bernieridae	farifutšalased	Randia pseudozosterops	väike-farifutša	Rand's Warbler, Marvantsetra Warbler, Maroantsetra Warbler
Passeriformes	värvulised	Bernieridae	farifutšalased	Thamnornis chloropetoides	kõnnu-farifutša	Thamnornis, Thamnornis Warbler, Kiritika Warbler, Kiritika
Passeriformes	värvulised	Bernieridae	farifutšalased	Xanthomixis apperti, [Phyllastrephus apperti]	valjas-farifutša	Appert's Tetraka, Appert's Greenbul
Passeriformes	värvulised	Bernieridae	farifutšalased	Xanthomixis cinereiceps, Oxylabes cinereiceps, [Phyllastrephus cinereiceps]	hallpea-farifutša	Grey-crowned Tetraka, Grey-crowned Greenbul, Grey-crowned Oxylabes
Passeriformes	värvulised	Bernieridae	farifutšalased	Xanthomixis zosterops, [Phyllastrephus zosterops]	prill-farifutša	Spectacled Tetraka, Short-billed Tetraka, Short-billed Greenbul, Spectacled Greenbul
Passeriformes	värvulised	Bombycillidae	siidisabalased	Bombycilla cedrorum	ameerika siidisaba	Cedar Waxwing, Cedar Bird
Passeriformes	värvulised	Bombycillidae	siidisabalased	Bombycilla garrulus	siidisaba (viristaja)	Bohemian Waxwing, Waxwing, Greater Waxwing, Common Waxwing
Passeriformes	värvulised	Bombycillidae	siidisabalased	Bombycilla japonica	amuuri siidisaba	Japanese Waxwing, East Asian Waxwing
Passeriformes	värvulised	Buphagidae	pühvlilindlased	Buphagus africanus	koldnokk-pühvlilind	Yellow-billed Oxpecker
Passeriformes	värvulised	Buphagidae	pühvlilindlased	Buphagus erythrorynchus, Buphagus erythrorhynchus	punanokk-pühvlilind	Red-billed Oxpecker
Passeriformes	värvulised	Calcariidae		Calcarius lapponicus	lapi tsiitsitaja (keltsalind)	Lapland Longspur, Lapland Bunting
Passeriformes	värvulised	Calcariidae		Calcarius ornatus	mustkõht-tsiitsitaja	Chestnut-collared Longspur, Chestnut-coloured Longspur
Passeriformes	värvulised	Calcariidae		Calcarius pictus, Leptoplectron pictus	tarnatsiitsitaja	Smith's Longspur
Passeriformes	värvulised	Calcariidae		Plectrophenax hyperboreus	lumelind	McKay's Bunting
Passeriformes	värvulised	Calcariidae		Plectrophenax nivalis	hangelind	Snow Bunting
Passeriformes	värvulised	Calcariidae		Rhynchophanes mccownii, Calcarius mccownii	preeriatsiitsitaja	Thick-billed Longspur, McCown's Longspur
Passeriformes	värvulised	Callaeidae	kookakolased	Callaeas cinereus, Callaeas cinerea	punasagar-kookako (†)	South Island Kokako, Kokako
Passeriformes	värvulised	Callaeidae	kookakolased	Callaeas wilsoni, Callaeas cinereus wilsoni	sinisagar-kookako	North Island Kokako
Passeriformes	värvulised	Callaeidae	kookakolased	Heteralocha acutirostris	huia (†)	Huia
Passeriformes	värvulised	Callaeidae	kookakolased	Philesturnus carunculatus, Creadion carunculatus	lõunatieke	South Island Saddleback, Saddleback
Passeriformes	värvulised	Callaeidae	kookakolased	Philesturnus rufusater, Philesturnus carunculatus rufusater	põhjatieke	North Island Saddleback
Passeriformes	värvulised	Calyptomenidae		Calyptomena hosii	safiir-lainokk	Hose's Broadbill, Magnificent Green Broadbill, Magnificent Broadbill, Hose's Magnificent Broadbill, Blue-bellied Broadbill
Passeriformes	värvulised	Calyptomenidae		Calyptomena viridis	viigi-lainokk	Green Broadbill, Lesser Green Broadbill
Passeriformes	värvulised	Calyptomenidae		Calyptomena whiteheadi	suur-lainokk	Whitehead's Broadbill, Black-throated Green Broadbill, Black-throated Broadbill
Passeriformes	värvulised	Calyptomenidae		Smithornis capensis	võsa-lainokk	African Broadbill, Delacour's Broadbill
Passeriformes	värvulised	Calyptomenidae		Smithornis rufolateralis	väike-lainokk	Rufous-sided Broadbill, Red-sided Broadbill, Red Broadbill
Passeriformes	värvulised	Calyptomenidae		Smithornis sharpei	hallpea-lainokk	Grey-headed Broadbill
Passeriformes	värvulised	Calyptophilidae		Calyptophilus frugivorus		Eastern Chat-tanager, Chat-tanager*
Passeriformes	värvulised	Calyptophilidae		Calyptophilus tertius		Western Chat-tanager
Passeriformes	värvulised	Campephagidae	naagaslased	Campephaga flava		Black Cuckooshrike, Black Cuckoo-shrike, African Black Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Campephaga petiti		Petit's Cuckooshrike, Petit's Cuckoo-shrike, Petit's Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Campephaga phoenicea		Red-shouldered Cuckooshrike, Red-shouldered Cuckoo-shrike, Red-shouldered Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Campephaga quiscalina		Purple-throated Cuckooshrike, Purple-throated Cuckoo-shrike, Purple-throated Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Campochaera sloetii	kuldnaagas	Golden Cuckooshrike, Golden Cuckoo-shrike, Orange Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Ceblepyris caesius, Coracina caesia		Grey Cuckooshrike, Grey Cuckoo-shrike, African Grey Cuckoo Shrike, African Greybird
Passeriformes	värvulised	Campephagidae	naagaslased	Ceblepyris cinereus, Coracina cinerea		Madagascar Cuckooshrike, Madagascar Cuckoo-shrike, Madagascar Cuckoo Shrike, Ashy Cuckooshrike
Passeriformes	värvulised	Campephagidae	naagaslased	Ceblepyris cucullatus, Coracina cinerea cucullata		Comoro Cuckooshrike, Comoro Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Ceblepyris graueri, Coracina graueri		Grauer's Cuckooshrike, Grauer's Cuckoo-shrike, Grauer's Cuckoo Shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Ceblepyris pectoralis, Coracina pectoralis		White-breasted Cuckooshrike, White-breasted Cuckoo-shrike, White-breasted Cuckoo Shrike, Grey-throated Cuckoo-shrike, Black-chested Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Celebesica abbotti, Coracina abbotti, Edolisoma abbotti		Pygmy Cuckooshrike, Pygmy Cuckoo-shrike, Pygmy Cuckoo Shrike, Celebes Cuckoo-shrike, Celebes Mountain Cuckoo-shrike, Mountain Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Coracina atriceps		Moluccan Cuckooshrike, Moluccan Cuckoo-shrike, Moluccan Cuckoo Shrike, Seran Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Coracina bicolor		Pied Cuckooshrike, Pied Cuckoo-shrike, Pied Cuckoo Shrike, Muna Cuckoo-shrike*, Bicoloured Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Coracina boyeri		Boyer's Cuckooshrike, Boyer's Cuckoo-shrike, White-lored Cuckoo Shrike, Rufous-underwing Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Coracina caeruleogrisea		Stout-billed Cuckooshrike, Stout-billed Cuckoo-shrike, Stout-billed Greybird, Blue-grey Cuckoo-shrike
Passeriformes	värvulised	Campephagidae	naagaslased	Coracina caledonica		South Melanesian Cuckooshrike, South Melanesian Cuckoo-shrike, Melanesian Cuckoo-shrike, Melanesian Cuckooshrike, Melanesian Greybird
